MPID,Atomic number,Atomic weight,Density,Electronegativity,Lattice constant,Polarizability,Heat of formation,Heat of Fusion,Heat of Vaporization
25654,20.16666667,46.46829367,4.286,2.941666667,6.275,19.03333333,360.736,5.585,144.9666667
626567,10.33333333,21.4675,1.81705,2.758333333,5.346666667,28.84285167,299.9665833,4.136166667,105.2173333
780932,9.625,20.1123805,1.9005,2.39625,6.0775,56.840625,256.102,8.2225,112
777851,12.5,28.9512,1.91025,2.463333333,6.138333333,51.09479167,276.0728333,5.0725,134.9166667
23413,26,60.98046167,3.818833333,2.876666667,5.895,27.86666667,323.2526667,5.633333333,141.3333333
779952,9.5,19.49038533,1.622316667,2.775,6.0225,28.22663417,262.6984167,1.835583333,48.62533333
19662,18.66666667,42.21985,2.546,2.718333333,5.87,62.7,262.2493333,4.11,80
557485,16.5,36.21773544,2.306333333,3.095,0.743333333,66.12666667,135.6233333,3.006666667,73.66
773176,10.41666667,22.06680792,2.022583333,2.7025,5.4475,40.80208333,290.0044167,1.481666667,55.2
769297,25.08333333,58.41152167,4.022958333,2.597916667,6.087083333,56.72916667,320.268125,5.408333333,155.7083333
761660,9.916666667,20.56280983,1.80425,2.691666667,5.97,39.19375,260.2419167,1.606666667,64.80833333
30900,31.33333333,75.65404667,5.166166667,2.86,5.896666667,23.86666667,331.4193333,5.283333333,154.3333333
770108,10.66666667,21.72807821,1.933916667,2.748333333,6.1525,36.85,281.9785833,1.343333333,48.075
757777,26.83333333,64.4966,3.345666667,2.721666667,5.915,31.87604167,248.5585833,6.624166667,86.66666667
32420,9.583333333,19.89683533,1.57175,2.670833333,6.0125,41.86041667,267.6419167,1.775,70.71666667
756912,10.33333333,21.8545,2.242333333,2.498333333,5.895,39.86375,267.0645,5.128333333,127.3833333
769280,21.33333333,48.50693833,3.816708333,2.608333333,5.982916667,49.14583333,323.143125,5.408333333,157.7083333
24340,13,26.760575,1.384283333,2.140833333,6.4725,82.61844417,218.5801667,28.86175,30.60016667
754769,12.66666667,26.62166667,2.279333333,2.806666667,5.536666667,36.86666667,323.8193333,5.6,140.2
778815,9.916666667,20.56280983,1.80425,2.691666667,5.97,39.19375,260.2419167,1.606666667,64.80833333
3488,12,25.13112821,1.967083333,2.546666667,5.426666667,55.20833333,281.55025,4.556666667,121.3833333
556551,23.16666667,53.278,2.9495,2.871666667,5.788333333,36.23333333,248.9481667,1.273333333,79.185
23404,24.66666667,58.04666667,3.261,3.086666667,6.241666667,15.36666667,215.161,1.813333333,31.32666667
541511,17,36.4399,3.953,2.971666667,5.665,26.2,347.666,6.935,160.7666667
766308,48,114.17048,4.128333333,2.088333333,6.913333333,94.06666667,130.6546667,13.15666667,77.23333333
24266,10,19.998,1.1878,2.053333333,5.286333333,60.23451833,347.2463333,6.686166667,135.1006667
782725,14,29.97848239,3.155666667,2.99,4.906666667,25.68,203.9546667,4.303333333,75.51333333
850340,14.41666667,30.53075132,3.373583333,3.128333333,2.2475,23.55,233.8635,4.5625,115.8083333
697726,9.916666667,20.56280983,1.80425,2.691666667,5.97,39.19375,260.2419167,1.606666667,64.80833333
18299,29.75,73.75602987,5.5935,3.41,-0.0375,35.055,192.75125,3.5325,109.155
776905,11.33333333,24.13463571,2.187833333,3.371666667,0.019166667,26.814375,142.02625,2.923333333,73.905
754730,45,105.88598,3.968333333,2.098333333,7.09,81.6,128.138,13.41333333,77.56666667
571260,45.66666667,108.2362364,4.954816667,2.338333333,6.586666667,42.4,166.8213333,12.67833333,112.8333333
619071,38.66666667,92.7,4.823333333,2.706666667,5.81,25.4,145.9346667,5.863333333,72.87333333
2931,8.666666667,18.29066667,1.509166667,2.303333333,5.07,74.02083333,256.5478333,3.596666667,119.2666667
754079,21.5,49.36126583,3.037666667,2.856666667,5.848333333,34.86666667,282.8193333,-1,71.06666667
866387,15.83333333,34.64482,2.886333333,2.836666667,5.673333333,45.209375,324.6493333,5.199166667,140.5833333
567543,44.83333333,108.9754092,6.794,2.546666667,4.846666667,32.86083333,153.1793333,7.81375,67.88
554605,24.25,54.63030079,2.081375,2.64125,4.05125,91.735,118.597,5.59125,52.63875
763393,9.208333333,18.6190145,1.349133333,2.84875,6.141666667,22.663685,255.4874167,4.700333333,22.13108333
772048,15.16666667,34.15191155,2.011833333,2.705,6.685,37.53333333,250.94775,2.8425,72.98333333
756313,52.33333333,125.81598,5.436666667,2.24,6.901666667,56.56666667,133.338,12.675,83.2
1013911,11.25,23.23777138,1.877083333,2.683333333,6.093333333,38.95833333,251.6085833,1.565,56.45833333
766781,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
557992,23.66666667,54.31083333,3.092833333,2.893333333,5.961666667,22.25,218.0981667,4.093333333,48.71833333
27428,14.33333333,30.49971667,1.428666667,2.923333333,6.536666667,55.31666667,199.6276667,18.17833333,4.648333333
761333,9.5,19.7446375,1.89675,2.41,5.32625,58.715625,270.3745,9.1725,127.125
767337,10,20.5818,2.112,2.44125,5.40625,54.465625,274.452,8.74875,131.7
510560,21.25,49.27780237,2.52025,3.265,0.54,54.055,164.52625,1.6825,104.405
696195,27.33333333,62.29174772,3.456,2.583333333,2.336666667,64.88,243.745,5.746666667,144.4133333
504554,28.83333333,68.76714667,4.222958333,2.585416667,5.86625,72.3125,323.4139583,5.0875,155.2916667
764952,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
781069,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
27854,25,56.95771386,4.000333333,3.02,4.545,22.69,224.4238333,8.475,141.03
27690,20.83333333,46.44175,2.389583333,2.465833333,6.0425,71.05833333,288.05025,4.916666667,129.9166667
643794,8.333333333,16.67723386,1.115966667,3.18,5.618333333,7.257851667,220.365,-0.1905,2.490666667
40668,10.41666667,21.40595727,1.802066667,2.789166667,6.053333333,25.7755925,260.81675,1.35475,48.37533333
752402,51,122.0941467,4.293333333,2.08,6.996666667,100.1333333,128.3546667,13.15666667,75.63333333
29179,28,63.20333333,3.476666667,2.76,6.1,27.4,181.268,6.63,112.2733333
778347,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
540636,19.66666667,45.97210211,4.146833333,3.51,0.998333333,14.71,236.2615,6.006666667,141.5266667
779993,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
769995,11.83333333,24.49958333,2.129333333,2.995,6.801666667,21.26666667,298.2643333,2.455,77.75
540192,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
540719,31.33333333,75.83933333,5.874333333,2.876666667,5.905,22.7,340.5193333,5.961666667,166.3
585297,10,20.542827,1.804416667,2.694166667,6.054166667,38.69375,260.52525,1.784166667,63.93333333
17392,18.83333333,41.48941667,2.575166667,2.6375,6.1625,45.8475,245.5835833,7.69,87.65
779362,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
777477,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
770402,9.833333333,21.68283333,1.655583333,2.475833333,6.118333333,50.678125,280.6395,5.829166667,136.85
766843,19.66666667,45.97210211,4.146833333,3.51,0.998333333,14.71,236.2615,6.006666667,141.5266667
3540,13.33333333,30.09783333,1.970833333,2.373333333,5.548333333,66.1875,227.9145,1.641666667,98.16666667
560670,13,27.87866667,1.854,2.936666667,5.815,20.21666667,228.536,1.738333333,31.25
774078,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
778982,9.625,20.2275435,2.338166667,2.516666667,6.180833333,44.00208333,309.0728333,6.198333333,159.9583333
778510,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
559065,19.5,44.30793161,2.079416667,3.035833333,6.835833333,25.31666667,201.80025,3.433333333,17.97916667
638005,16.66666667,36.98966667,2.362666667,3.143333333,6.006666667,13.16666667,241.886,1.076666667,19.23333333
866304,20.91666667,48.74733333,2.336166667,2.571666667,6.53,65.78333333,291.8646667,5.160833333,142.1175
25504,8.916666667,18.4044885,1.69675,2.703333333,5.700833333,40.38541667,291.1710833,1.774166667,56.65
555305,14.33333333,30.98182427,2.3425,2.895,3.198333333,46.46333333,249.6046667,4.743333333,131.4966667
849683,14.33333333,31.115377,2.2455,2.985833333,6.358333333,16.03333333,269.911,2.394166667,40.11666667
766324,48,114.17048,4.128333333,2.088333333,6.913333333,94.06666667,130.6546667,13.15666667,77.23333333
565752,24.58333333,57.66835833,4.712333333,2.745,5.819166667,52.175,348.5276667,13.625,170.0275
773566,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
850761,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
765949,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
773551,9.625,20.2275435,2.338166667,2.516666667,6.180833333,44.00208333,309.0728333,6.198333333,159.9583333
559379,24,55.46783333,2.989666667,2.938333333,5.948333333,18.58333333,221.6648333,6.9,43.735
778350,9.583333333,20.18975367,2.3105,2.505,6.431666667,44.25208333,303.5645,6.181666667,155
761303,10,20.74006667,2.537166667,2.541666667,6.038333333,41.58541667,317.0145,6.85,171.35
779072,9.625,20.2275435,2.338166667,2.516666667,6.180833333,44.00208333,309.0728333,6.198333333,159.9583333
8258,18.33333333,39.1394295,2.3988,2.115833333,7.875833333,53.25,286.9075,4.939166667,112.6583333
780635,9.625,20.2275435,2.338166667,2.516666667,6.180833333,44.00208333,309.0728333,6.198333333,159.9583333
33508,22.66666667,52.44448,4.526666667,2.845,5.856666667,24.2,341.8126667,4.381666667,170.7166667
27911,24.66666667,57.98299917,3.3455,2.973333333,6.033333333,16.53333333,251.5026667,1,33.4
777711,9.666666667,20.26533333,2.365833333,2.528333333,5.93,43.75208333,314.5811667,6.215,164.9166667
850362,9.625,20.2275435,2.338166667,2.516666667,6.180833333,44.00208333,309.0728333,6.198333333,159.9583333
769319,13,28.30686272,2.269666667,2.903333333,3.075,46.69875,258.238,4.785,139.8466667
765975,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
510727,22.33333333,51.56890053,3.0175,3.03,4.755,20.44,211.1036667,3.11,46.40666667
777559,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
555495,12.83333333,26.98456167,1.551,2.366666667,6.481666667,91.99166667,276.4228333,30.01666667,114.7491667
778926,9.625,20.2275435,2.338166667,2.516666667,6.180833333,44.00208333,309.0728333,6.198333333,159.9583333
745159,9.666666667,20.16173017,1.691283333,2.919166667,5.781666667,13.5517775,281.1730833,1.988416667,52.95933333
570130,4,7.501384625,0.727825,2.0525,3.825,17.8303325,246.2235,2.77525,71.703
19655,27.25,64.23326667,5.612666667,2.840833333,5.7175,31.95,358.0943333,6.079166667,184.2583333
676317,25.83333333,57.11093333,2.4795,2.128333333,5.426666667,120.345,109.351,5.151666667,54.605
765782,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
765932,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
765783,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
557343,13.83333333,29.15973017,2.800166667,2.771666667,5.974166667,16.55083333,251.4419167,3.4125,74.30833333
772331,10.41666667,21.41513188,1.792916667,2.718333333,6.6,38.43333333,269.74525,0.9925,34.94166667
762765,9.75,20.22575,1.9835,2.43125,5.325,56.090625,272.627,8.2725,126.875
28158,10.66666667,21.95206244,1.226083333,2.099166667,5.161666667,108.21,214.5120833,36.8025,77.61
752423,11.33333333,23.64058976,1.654833333,2.286666667,5.316666667,73.55,239.2811667,3.513333333,102.5666667
616458,23.33333333,54.30315065,1.573833333,2.408333333,6.026666667,138.1666667,269.5928333,0.03,22.1
768207,11.16666667,24.21814683,1.656,2.735833333,5.836666667,37.05208333,280.0810833,1.6975,44.41666667
777474,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
771166,14,30.5554278,2.054666667,2.726666667,5.706666667,37.23333333,270.2810833,1.363333333,34.61666667
581857,23,54.01205211,2.505833333,3.106666667,0.996666667,58.77666667,102.6566667,19.25666667,33.415
777525,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
541962,24.58333333,57.66835833,4.712333333,2.745,5.819166667,52.175,348.5276667,13.625,170.0275
556167,12.16666667,25.62826283,1.78155,2.6225,5.840833333,38.79166667,269.35025,3.766666667,106.1166667
542808,26.08333333,61.53248333,4.768666667,2.745,5.849166667,54.68333333,347.8526667,5.266666667,176.15
769690,9.666666667,20.26533333,2.365833333,2.528333333,5.93,43.75208333,314.5811667,6.215,164.9166667
510264,22.5,51.97301167,4.4265,2.746666667,5.82,52.50833333,350.7943333,14.66666667,167.4441667
18719,25.16666667,59.14475833,4.874033333,2.728333333,5.808333333,50.425,351.036,13.625,171.3608333
650715,18.66666667,43.09561385,2.7385,2.635833333,5.444166667,39.04833333,296.6335833,4.351666667,144.5833333
6763,11,22.273275,1.561125,2.7575,6.185,40.94583333,295.393125,21.35,112.9275
555692,17.33333333,38.4906,1.460166667,2.418333333,5.873333333,111.1333333,271.0595,0.066666667,24.6
768797,12.5,28.9512,1.91025,2.463333333,6.138333333,51.09479167,276.0728333,5.0725,134.9166667
761663,9.916666667,20.56280983,1.80425,2.691666667,5.97,39.19375,260.2419167,1.606666667,64.80833333
766153,10,20.74006667,2.537166667,2.541666667,6.038333333,41.58541667,317.0145,6.85,171.35
726,16.66666667,36.98966667,2.362666667,3.143333333,6.006666667,13.16666667,241.886,1.076666667,19.23333333
770647,11,23.72325,1.750083333,2.704166667,5.800833333,38.91041667,294.27275,4.620833333,80.58333333
640807,12.83333333,27.10296155,2.444833333,2.570833333,5.414166667,47.93083333,260.0835833,3.38,101.9666667
2843,22.66666667,52.23560211,3.175333333,3.306666667,1.273333333,20.16,153.29,2.696666667,103.0266667
8898,19.66666667,45.32090308,3.991483333,2.811666667,5.78,25.5,351.636,5.241666667,173.0166667
777079,10,20.74006667,2.537166667,2.541666667,6.038333333,41.58541667,317.0145,6.85,171.35
4138,17.33333333,38.4906,1.460166667,2.418333333,5.873333333,111.1333333,271.0595,0.066666667,24.6
754388,51,122.0941467,4.293333333,2.08,6.996666667,100.1333333,128.3546667,13.15666667,75.63333333
756073,23,51.69276667,2.1695,2.215,5.816666667,127.9166667,253.2478333,3.433333333,119.2666667
566132,24.91666667,58.50244167,4.809,2.748333333,5.8125,51.50833333,341.7693333,13.625,163.2775
5914,4.666666667,9.940666667,0.926333333,1.843333333,4.546333333,87.93958333,331.2966667,5.045,157.75
560441,16.66666667,36.35416667,2.539083333,2.6725,5.750833333,38.42,257.0419167,9.701666667,94.21666667
765952,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
765928,11.33333333,24.32225264,1.941666667,3.588333333,-0.33,17.61666667,152.0291667,3.341666667,82.11666667
756052,16.33333333,34.55625,2.142083333,2.478333333,5.9175,61.95833333,291.50025,4.916666667,132.3166667
556098,12.16666667,25.80473032,2.212833333,3.113333333,0.516666667,39.94333333,140.0566667,3.08,77.34333333
23632,12.66666667,25.73833333,1.436,2.213333333,5.701333333,61.91666667,331.1303333,7.735,138.3516667
554479,20.33333333,47.14648017,1.891916667,2.581666667,6.564166667,74.88333333,263.6169167,3.5075,81.10833333
770401,16.33333333,36.121627,2.1845,3,6.5,14.86666667,262.9693333,3.098333333,40.16666667
28970,29.66666667,68.14016667,3.250333333,2.466666667,5.013166667,77.86666667,248.3576667,5.405,106.3716667
761316,9.041666667,18.86359583,1.821916667,2.371666667,5.245416667,63.99947917,258.262,7.184583333,117.3333333
560898,16.83333333,37.48595244,2.209666667,2.89,5.938333333,39.90833333,242.7193333,1.366666667,45.025
672251,37.66666667,87.04074199,3.377166667,2.406666667,6.206666667,89.15,132.6433333,8.326666667,76.14
566135,8.666666667,17.8272,2.192083333,2.845833333,7.1875,14.00833333,369.5585833,8.750833333,199.1333333
565372,15.83333333,34.64482,2.886333333,2.836666667,5.673333333,45.209375,324.6493333,5.199166667,140.5833333
27356,16.33333333,35.639865,2.676,3.02,5.93,13.53333333,266.986,-1,10.13333333
772155,15.33333333,35.14883292,2.2365,2.7225,5.603333333,37.88541667,274.34775,0.648333333,41.03333333
766349,48,114.17048,4.128333333,2.088333333,6.913333333,94.06666667,130.6546667,13.15666667,77.23333333
5001,4.666666667,9.940666667,0.926333333,1.843333333,4.546333333,87.93958333,331.2966667,5.045,157.75
22430,20,46.61582438,3.145625,2.9025,6.495,15.5,288.605625,2.79625,88.7125
777679,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
850529,45,105.88598,3.968333333,2.098333333,7.09,81.6,128.138,13.41333333,77.56666667
3967,8.666666667,17.66525643,0.976,2.47,5.033,58.46666667,276.3896667,0.213333333,31.96666667
565854,25.75,60.44848333,4.69425,2.74,5.850833333,58.85,341.9693333,5.941666667,167.0666667
777252,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
27250,21.66666667,49.13477699,2.994833333,2.775,6.018333333,83.51666667,291.9026667,3.648333333,108.2166667
771482,10.5,21.49071155,1.84825,2.741666667,6.098333333,37.93333333,280.7619167,1.025833333,44.85833333
556419,19.66666667,45.86670158,4.440333333,3.453333333,2.236666667,13.97,251.7438333,5.588333333,120.27
559545,16.66666667,36.98966667,2.362666667,3.143333333,6.006666667,13.16666667,241.886,1.076666667,19.23333333
28326,29,66.0465,3.154,2.438333333,5.78,49.68541667,146.4433333,8.46,89.42333333
752408,51,122.0941467,4.293333333,2.08,6.996666667,100.1333333,128.3546667,13.15666667,75.63333333
607829,51,123.1632364,5.711483333,2.341666667,6.398333333,39.9,156.688,12.85666667,102.3833333
9784,16.75,37.88169938,2.164375,2.78875,6.50375,43.625,286.593125,3.1575,84.2375
29395,39.33333333,92.9315313,3.898316667,2.196666667,6.526666667,58.68333333,144.238,12.57833333,91.63333333
7638,23.83333333,56.48130333,4.974,2.75,5.671666667,35.709375,374.9276667,5.749166667,201.1666667
19695,20.5,47.69458333,4.519666667,2.809166667,5.746666667,32.709375,343.9243333,5.873333333,171.525
4937,10.66666667,21.68846772,1.328666667,3.2,4.503,10.18,276.315,0.246666667,5.346666667
771026,12.5,26.88354488,1.757166667,2.7175,6.665,37.11666667,255.5144167,3.599166667,74.91666667
643306,20,47.0475,2.949633333,2.601666667,5.6015,15.81785167,354.8178333,0.5195,31.034
776404,18.66666667,41.074,2.934666667,2.736666667,5.63,40.86666667,369.486,5.733333333,188.3333333
754630,51,122.0941467,4.293333333,2.08,6.996666667,100.1333333,128.3546667,13.15666667,75.63333333
4421,27,63.97489167,4.566666667,2.726666667,5.73,51.7,368.3193333,4.866666667,192.6666667
752419,45,105.88598,3.968333333,2.098333333,7.09,81.6,128.138,13.41333333,77.56666667
771489,9.333333333,19.05311667,1.861083333,2.756666667,6.029166667,37.08541667,290.6119167,1.385,56.425
768140,15.16666667,34.16147505,1.9835,2.715,5.98,37.23333333,266.8810833,0.899166667,34.13333333
28679,30.33333333,68.72146155,3.226833333,2.43,5.903333333,49.45,137.81,8.418333333,81.07333333
25649,22.66666667,52.78998077,4.67275,2.8025,5.815,33.84166667,337.1943333,5.656666667,163.5833333
764189,10.16666667,21.97374251,1.9815,2.825,1.770833333,54.543125,133.3204167,3.253333333,77.64833333
37747,6.666666667,13.336,0.8916,1.92,5.903333333,62.67320333,218.156,1.412333333,53.13466667
777444,10.33333333,22.12490185,2.092166667,2.871666667,0.7675,53.543125,155.35375,3.32,97.48166667
779511,24.66666667,57.826,2.030833333,2.235,5.623333333,105.1833333,208.8311667,3.586666667,68.8
4092,17.33333333,38.43116667,1.987666667,2.876666667,6.293333333,41.21666667,231.3526667,1.738333333,33.28333333
18989,18.66666667,42.30716167,2.809333333,2.748333333,5.681666667,53.86666667,323.9026667,3.666666667,143
697135,6,11.35866667,0.7372,2.326666667,5.99,9.471406667,237.722,0.488,4.102666667
645740,16.33333333,35.79433333,2.329333333,3.05,7.268333333,15.6,262.5476667,0.716666667,50.41666667
556378,26.33333333,61.89973333,3.257333333,2.988333333,5.973333333,17.9,217.6315,3.273333333,41.51833333
558523,23,53.39759008,4.334,3.281666667,2.415,14.47,174.0011667,3.855,71.63833333
23957,16.83333333,37.95316167,1.715383333,2.895833333,6.4025,25.75951833,213.1760833,2.7895,18.559
19640,24.25,56.21933333,4.0835,2.900833333,6.116666667,38.2,308.391,5.100833333,124.95
766365,48,114.17048,4.128333333,2.088333333,6.913333333,94.06666667,130.6546667,13.15666667,77.23333333
29489,12.5,26.238254,1.676083333,2.949166667,6.7375,13.83333333,269.8169167,0.689166667,20.99166667
30959,6.666666667,13.336,0.8916,1.92,5.903333333,62.67320333,218.156,1.412333333,53.13466667
29252,24,54.97753491,3.250666667,3.17,2.48,21.97,160.2845,3.68,105.3383333
753868,22.66666667,52.25246772,2.982666667,3.156666667,3.446666667,17.34666667,197.6546667,6.53,66.91333333
761463,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
565795,15.16666667,33.04625,3.006333333,2.885833333,5.745,35.87604167,311.921,4.706666667,132.525
604498,24.08333333,55.7095,4.04075,2.898333333,5.671666667,39.53333333,318.4076667,4.950833333,135.2833333
25650,13.08333333,29.39148017,2.70675,2.706666667,5.724166667,39.13541667,328.9644167,2.940833333,96.81666667
777875,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
13252,10.5,22.82858333,2.059416667,2.85,7.379166667,14.34166667,358.8169167,7.8725,192.25
17722,27.33333333,64.30859,4.6705,2.731666667,5.716666667,51.86666667,355.9693333,5.333333333,180.8333333
756550,22.33333333,51.30863583,3.2745,2.865,5.831666667,32.53333333,255.2693333,-1,43.4
19579,24,55.43163833,4.02125,2.8975,5.6725,40.2,320.9076667,5.300833333,138.7833333
556362,26.33333333,61.89973333,3.257333333,2.988333333,5.973333333,17.9,217.6315,3.273333333,41.51833333
776427,18.66666667,41.074,2.934666667,2.736666667,5.63,40.86666667,369.486,5.733333333,188.3333333
972387,17.33333333,38.0665,2.125583333,2.609166667,6.208333333,48.55833333,246.97525,7.85,89.06666667
118,15,30.973762,1.82,2.19,7.17,25,316.5,2.51,49.8
601661,7,13.9888135,1.407833333,2.610833333,4.973333333,11.83629583,294.648,0.99125,32.44333333
565327,20.41666667,46.39368885,2.702333333,3.021666667,1.8075,58.48166667,145.68725,4.6925,79.14916667
18433,27.5,64.86431333,4.7095,2.733333333,5.715,50.53333333,350.9693333,4.633333333,173.8333333
777008,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
754885,45,105.88598,3.968333333,2.098333333,7.09,81.6,128.138,13.41333333,77.56666667
19209,13.66666667,29.48446154,2.738741667,2.869166667,5.706666667,36.52604167,316.8326667,5.136666667,133.675
765800,12.66666667,26.66246825,2.96425,2.9175,1.530833333,41.91375,194.5115833,5.055833333,122.5033333
766348,48,114.17048,4.128333333,2.088333333,6.913333333,94.06666667,130.6546667,13.15666667,77.23333333
18932,22.83333333,53.62663833,4.591583333,2.7525,5.676666667,46.54270833,351.0026667,6.349166667,176.5833333
752514,51,122.0941467,4.293333333,2.08,6.996666667,100.1333333,128.3546667,13.15666667,75.63333333
3963,11.33333333,23.0341,1.234833333,2.418333333,5.753333333,101.1,273.7595,33.5,0.11
703295,25.66666667,59.90732333,2.281766667,2.351666667,5.975,46.21903667,177.1231667,6.579,38.118
777674,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
24510,18.33333333,42.09541167,1.795383333,2.890833333,6.314166667,31.99285167,214.4344167,2.661166667,18.39233333
768160,13.83333333,31.4865135,1.910666667,2.723333333,5.856666667,37.46875,275.5144167,0.940833333,42.48333333
23576,25,57.85177691,2.241333333,2.99,2.3,78.28666667,116.7011667,5.018333333,50.58833333
27231,13.66666667,31.5795,1.7925,2.396666667,5.32,63.6875,210.4811667,3.448333333,57.13333333
622861,22.41666667,51.27478766,3.337916667,2.820833333,5.881666667,65.025,306.5576667,4.090833333,127.6083333
18449,17,36.23626667,1.944166667,2.215,5.696666667,117.8833333,255.9478333,36.86666667,94.77666667
765934,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
17850,24.66666667,58.36283911,2.83275,2.219166667,5.921666667,124.8,256.1561667,28.03,93.8575
777787,22,50.64132083,3.186833333,2.861666667,5.838333333,34.53333333,266.6693333,-1,54.9
756076,28.33333333,67.31153833,4.913166667,2.376666667,5.705,44.2,361.2693333,3.283333333,190.5
555838,16.33333333,36.11319419,2.280833333,3.075,5.413333333,16.27333333,240.787,1.181666667,58.22333333
561166,15.16666667,32.87137821,2.261416667,2.6075,5.901666667,46.20833333,276.1335833,7.59,117.65
565569,14.33333333,30.82194232,2.775158333,2.865,5.768333333,36.40833333,312.516,5.115833333,129.5
777550,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
649915,21.83333333,49.475426,3.189833333,2.813333333,5.888333333,69.44166667,312.0993333,5.115833333,130.9416667
12010,20.33333333,46.71566667,2.147666667,2.866666667,6.116666667,53.68333333,233.8693333,1.481666667,32.95
673071,11.83333333,25.54421033,1.67175,2.698333333,6.245833333,39.02708333,249.7835833,0.905833333,57.05
540481,9.666666667,19.98471867,1.660916667,2.673333333,6.000833333,41.52708333,257.8069167,2.066666667,60.88333333
561257,15.66666667,35.48337746,2.094666667,2.703333333,2.593833333,54.96104167,369.5504167,1.751666667,68.635
558984,19.33333333,44.05306719,2.784166667,3.035,4.741666667,17.94,215.9303333,3.501666667,53.94
755061,45,105.88598,3.968333333,2.098333333,7.09,81.6,128.138,13.41333333,77.56666667
753054,17.66666667,39.33292939,1.716666667,3.053333333,4.101666667,56.78,142.1475,19.50666667,9.226666667
567459,13.33333333,28.9852,2.904,2.691666667,3.891166667,16.63333333,522.66,1.158333333,41.51666667
3788,12.16666667,25.62826283,1.78155,2.6225,5.840833333,38.79166667,269.35025,3.766666667,106.1166667
768216,13.83333333,31.4865135,1.910666667,2.723333333,5.856666667,37.46875,275.5144167,0.940833333,42.48333333
776357,11.83333333,26.05018175,1.54375,3.08,2.193333333,35.77208333,156.164,2.4525,48.18666667
768120,10.83333333,22.55669171,1.66375,2.7075,5.96,37.4,272.07775,0.448333333,42.325
19047,14.33333333,30.7085,2.759,2.871666667,5.613333333,29.9,300.4993333,5.533333333,119.6333333
554110,8.833333333,17.67916667,1.429166667,3.081666667,6.428166667,9,369.0278333,-0.628333333,0.916666667
776645,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
770884,11.16666667,24.0545,1.728416667,2.760833333,6.220833333,37.41875,279.87025,0.506666667,49.54166667
19680,25.5,60.0037725,4.622833333,2.736666667,5.858333333,59.43333333,350.6443333,6.058333333,176.4833333
773554,9.583333333,19.73554733,1.624816667,2.765833333,6.523333333,26.97663417,253.1834167,1.20225,38.542
566034,24.25,56.58435833,4.637916667,2.74,5.820833333,56.34166667,342.6443333,14.3,160.9441667
778279,10.41666667,21.56736144,1.699833333,2.66,6.563333333,40.159375,243.97525,1.4125,46.625
