MPID,Atomic number,Atomic weight,Density,Electronegativity,Lattice constant,Polarizability,Heat of formation,Heat of Fusion,Heat of Vaporization
943492,10.75,22.2299254,2.02275,2.89125,5.39375,33.8065625,241.027625,1.80375,62.63
7020,14.5,31.96096,1.8255,2.27,5.2,84.178125,270.6145,3.0975,128.25
10970,21.75,51.54925,2.973,2.275,5.1775,81.178125,243.5395,-0.0275,115.75
6511,12,24.294075,1.496,2.2475,5.82725,81.95,388.87,25.4325,2.7075
9197,9.25,19.96719938,1.491,2.36,5.24,67.9421875,222.1645,0.45875,59.05
23884,13,28.28275,1.575075,2.64,5.82,33.4267775,246.114,5.27925,58.726
27791,10.25,22.33156866,1.585,2.4275,5.03375,41.4525,266.6145,5.22875,133.375
30980,16.5,35.97340232,1.93475,2.2575,5.385,83.825,257.6645,3.035,115.725
23939,4.5,8.5035,0.6099,2.82,5.29,4.903555,233.6135,-0.4415,-0.048
559417,14.5,32.49643375,2.12325,2.7625,6.84625,36.475,334.90225,7.26375,178.42625
942700,11,22.5859754,2.15125,2.90125,5.475,32.1815625,242.852625,2.28,67.455
6633,10,20.26694232,1.52475,2.275,5.57725,50.2,393.495,0.4675,26.6
626755,8.25,17.456125,0.783775,2.50875,5.19625,28.891055,222.959875,0.8335,18.077
570847,6.75,13.62907463,1.716275,2.62625,3.713375,11.29508313,513.534625,0.2394375,23.73825
7331,14.125,31.3793065,1.981625,2.39125,3.989625,65.45,490.71625,0.94875,37.275
558387,19.5,45.39895158,2.40125,3.375,2.32,12.695,151.12475,4.4825,15.47
560029,23,51.32719,2.64075,2.5475,5.6175,66.025,297.85825,5.13375,140.82
626720,10.5,23.6695,0.903775,2.50125,5.06375,38.241055,224.847375,0.641,17.827
643036,25,58.5595,1.95995,2.3725,5.5675,75.7017775,189.54425,4.33675,42.866
557414,12.75,27.11825,1.5683125,2.503125,4.796375,35.01875,431.7405625,18.89125,151.9375
975336,12,24.294075,1.496,2.2475,5.82725,81.95,388.87,25.4325,2.7075
755537,23.75,54.537085,3.499375,2.6175,5.58125,56.6875,339.243125,5.3875,163
23904,10.5,23.6695,0.903775,2.50125,5.06375,38.241055,224.847375,0.641,17.827
29145,2.5,4.25775,0.2551,2.41,3.82225,5.2303325,281.6085,-0.16225,0.428
28420,8.25,17.456125,0.783775,2.50875,5.19625,28.891055,222.959875,0.8335,18.077
626727,8.25,17.456125,0.783775,2.50875,5.19625,28.891055,222.959875,0.8335,18.077
995190,10.75,21.5331625,1.17535,2.46,5.91375,64.18838875,241.46425,19.802125,66.97925
616440,6,12.011,2.25,2.55,3.57,11.3,716.87,-1,-1
753153,22.25,52.12575,3.136875,2.77375,5.6125,45.475,317.976875,-1,72
675342,30.4375,73.87652717,4.0371875,3.2575,0.77875,27.32125,123.7740625,1.986875,67.00875
643432,2.5,4.25775,0.2551,2.41,3.82225,5.2303325,281.6085,-0.16225,0.428
626750,8.25,17.456125,0.783775,2.50875,5.19625,28.891055,222.959875,0.8335,18.077
625663,9.5,19.490477,1.3397,2.61,5.18,28.0267775,273.564,3.47925,82.901
634418,9.75,19.51959616,1.189725,2.47375,5.78875,48.31338875,243.77675,7.319625,78.9255
570232,29,66.3188375,3.22725,2.12,5.58,53.45,188.1515,4.5575,112.5575
755659,20.75,48.8765,2.7297,2.575,5.25,44.5267775,251.714,-0.72075,72.476
754283,21,49.4840825,2.79095,2.5775,5.2475,42.7767775,254.264,-0.72075,74.976
7137,21,49.4658375,2.76525,1.715,5.1875,86.178125,261.6145,-0.0275,133.75
753917,23.75,54.537085,3.499375,2.6175,5.58125,56.6875,339.243125,5.3875,163
754004,21.5,50.485055,2.92245,2.5825,5.2375,39.7767775,237.164,-0.72075,57.726
976726,21.25,50.3595,2.8455,2.27,5.185,84.428125,237.0395,-0.0275,109.25
3427,8,16.47988463,1.382725,2.3675,5.3,58.128125,247.1645,2.91,107.525
24181,13.25,28.53423362,1.5502375,2.860625,6.5075,36.46294438,250.5155,0.3329375,29.9315
756402,14,30.47796,1.7097,2.575,5.265,44.2767775,285.289,2.40425,91.476
3379,16.75,36.86857698,1.742875,2.94875,1.24625,80.1375,104.884375,28.45375,29.07
23237,27.5,66.49390237,3.26775,3.46,0.4375,14.805,111.90125,3.1325,47.905
557825,4,7.507,0.662275,2.60875,4.18475,6.178555,347.871375,-0.4415,-0.048
697139,7.5,14.9989405,0.8767,2.6175,4.7495,11.0767775,369.8445,0.15675,12.176
11166,16.75,37.58897579,2.31825,2.92125,3.7175,43.16875,241.590875,1.495,33.235
976707,4,7.507,0.662275,2.60875,4.18475,6.178555,347.871375,-0.4415,-0.048
768422,21.5,50.485055,2.92245,2.5825,5.2375,39.7767775,237.164,-0.72075,57.726
557391,9.5,19.13497116,1.3833125,2.654375,5.7375,45.5375,310.2669375,0.73,30.6875
625420,7.5,14.99688463,1.266925,2.6725,5.365,18.2267775,261.839,2.21675,70.751
27461,6.5,13.009,1.529,2.795,3.8045,9.35,594.655,-1,-1
11014,16.75,37.22365158,1.691625,2.8875,2.2175,79.7075,117.646125,27.99375,9.9525
556888,15.5,34.35608987,1.774375,3.34375,0.4675,44.3925,103.67625,15.705,29.59625
10509,16.75,37.98172579,2.176625,2.8775,4.59375,45.735,240.302125,4.35875,115.86
557870,21,48.97516987,2.3685,3.26,0.1875,56.555,167.25125,2.5075,105.405
561647,25.75,60.67543957,1.945875,2.88,2.4225,107.5075,114.521125,2.89125,26.445
7310,22,51.55180237,3.063,3.37625,0.2725,22.68,160.15125,3.37875,98.005
555202,14.5,32.46236408,1.593475,3.06,2.0325,44.05838875,133.770875,15.195875,9.77425
556450,14.75,32.7467075,2.201125,2.76625,6.83625,36.6,325.63975,7.61375,169.55125
23778,4,7.507,0.662275,2.60875,4.18475,6.178555,347.871375,-0.4415,-0.048
643791,10.75,22.80669525,1.0112,2.64625,5.9475,46.8767775,228.789,0.118,15.426
7571,14.25,30.74938612,2.00925,3.2875,0.31625,51.2675,162.25125,16.545,90.19625
561397,10,20.01425,1.37925,3.225,7.74,8.825,256.21425,-0.4425,1.875
7913,8,16.27779578,1.4485,2.3875,3.9495,22.46,429.72,15.2025,172.5
983327,6,11.7658379,0.56815,2.56,4.11125,40.258555,192.348125,12.68475,1.31075
6873,11,22.26736771,1.5353625,2.78125,5.1725,35.105,254.368875,8.3825,102.905
3635,6,12.437,1.293,2.475,6.47,48.803125,305.6895,6.1225,162.625
23667,10.75,22.80669525,1.0112,2.64625,5.9475,46.8767775,228.789,0.118,15.426
6015,8,16.25775,1.20525,2.34,4.94725,53.528125,332.74225,12.8725,132.25
571666,16.5,36.9406815,1.214375,2.04625,5.185,118.9546875,129.951,4.55,74.2425
643759,8.5,17.96865119,1.2818,2.92375,2.099875,10.26766625,204.549875,0.808875,36.454
634117,2,3.4585,0.6381,2.16,4.995,8.5053325,304.7485,5.98775,126.803
28027,15,32.97920112,2.2635,3.53,0.2825,10.305,135.12625,0.1325,13.005
642831,10.75,22.80669525,1.0112,2.64625,5.9475,46.8767775,228.789,0.118,15.426
574653,16.75,38.817244,2.8155,2.39375,4.06775,70.75703125,507.3225,1.4175,54.7875
8678,10,20.49243412,1.3992375,2.80875,5.22125,33.805,228.893875,1.55125,54.2925
23959,8.5,17.01050775,0.9267,2.64625,5.9025,43.1142775,229.8015,12.6555,6.24225
9516,10,20.25538463,1.6841,2.79,5.96,22.425,294.743125,8.3875,118.275
23421,28.5,66.285,2.7831,1.8475,5.70875,64.3890625,134.62625,5.205,71.00625
10804,13.25,28.23297181,1.620625,2.76,5.17125,46.83,240.618875,1.645,64.655
625404,7.5,14.99688463,1.266925,2.6725,5.365,18.2267775,261.839,2.21675,70.751
10935,16.875,38.02711681,2.194375,2.7625,5.16,45.33,227.081375,0.0825,58.405
9515,10,20.25538463,1.6841,2.79,5.96,22.425,294.743125,8.3875,118.275
625152,7.5,14.99688463,1.266925,2.6725,5.365,18.2267775,261.839,2.21675,70.751
23079,14,28.746,1.64975,2.915,6.185,17.95,235.45825,15.605,105.705
554159,7,14.37164789,1.23025,2.39875,5.2525,53.058125,261.1895,8.07375,123
696752,8.5,17.01050775,0.9267,2.64625,5.9025,43.1142775,229.8015,12.6555,6.24225
864766,10,20.29364656,1.310375,2.82,5.52875,34.78,201.002625,1.1975,30.3425
559766,25.5,60.20624607,1.323125,2.40875,2.205,172.7215625,88.2675,1.4,47.3825
13725,7,14.47372025,1.00225,2.36125,5.62,67.3171875,223.9145,0.8975,61.225
556660,7,14.005,1.6995,2.995,5.2,8.3,483.0495,-1,-1
8070,7,14.37164789,1.23025,2.39875,5.2525,53.058125,261.1895,8.07375,123
995221,7,13.760375,1.1322,2.91125,6.1075,7.6142775,303.369,-0.442,0.9135
41795,9,18.48621296,1.3446125,2.815,5.12875,33.9815625,235.368875,1.5825,60.555
754604,14.5,32.53841853,1.609,2.79875,5.1,44.96,236.981375,2.36125,62.9175
10510,14.5,32.6390431,1.7752375,2.8525,4.53625,46.71,247.669625,5.00375,117.585
558491,14.5,32.6390431,1.7752375,2.8525,4.53625,46.71,247.669625,5.00375,117.585
35082,2.25,3.858125,0.4466,2.285,4.408625,6.8678325,293.1785,2.91275,63.6155
554491,12.25,25.43015119,1.573,3.23375,3.09,12.9525,221.097625,8.795,57.85625
8232,18.75,42.81767737,2.08175,3.2625,0.28125,50.805,158.13875,3.74,93.53
7594,19,44.46056457,1.15575,2.4325,1.885,143.123125,98.6175,1.5,57.345
1019742,8,16.0214005,1.19375,1.945,5.665,12.3209375,236.8645,11.9,95.27
555439,12.5,28.71488308,0.988375,2.45625,1.565,113.5246875,108.9675,1.6,67.3075
568584,7,14.007,0.808,3.04,4.039,7.4,472.44,-1,-1
29331,7.25,14.76448908,0.68755,2.9175,1.56,39.77266625,132.54175,13.111375,3.90025
2416,16.5,36.47526237,1.9485,3.29,0.1625,43.305,165.67625,3.2575,96.655
9371,23.75,56.06355237,3.096,3.295,0.14,40.305,138.60125,0.1325,84.155
7384,22.25,51.83880237,2.711,3.2775,1.5,50.805,111.17625,2.6075,46.155
561877,23.5,55.48138487,3.02975,3.2925,0.145,41.805,134.65125,0.1325,80.155
11347,23,53.98013987,2.88825,2.735,0.15,45.305,156.67625,0.1325,102.155
756152,30.58823529,73.73451882,4.754058824,2.701176471,6.872352941,63.78235294,272.607,2.929411765,87.23529412
764347,14.23529412,29.37861992,3.408352941,2.694705882,5.550588235,36.67058824,285.7523529,4.901764706,122.2823529
28864,49.47058824,117.3351024,5.796470588,2.124705882,6.055294118,79.70588235,252.0452941,14.81235294,189.7352941
677323,18.23529412,43.11805882,2.580529412,1.327647059,3.758235294,124.7198529,208.6647059,8.881764706,178.0352941
570965,43,100.2011267,4.749294118,2.250588235,5.366470588,91.82352941,216.8588235,11.11647059,157.1
36641,44.35294118,106.2795294,6.265294118,1.973529412,4.384705882,42.70588235,218.2094118,12.86764706,128.1705882
557320,23.76470588,52.90036471,3.659588235,2.477647059,5.627647059,84.35882353,198.0146471,31.82941176,95.31882353
561017,64.47058824,159.6636833,6.525470588,1.421176471,4.877058824,212.5,136.4017059,2.952941176,108.5058824
10069,24.35294118,53.88712612,4.602176471,2.129411765,6,46.64705882,401.2058824,8.077647059,58.32941176
570902,44,102.6797624,4.955764706,2.269411765,5.377647059,92.82352941,230.0294118,11.70588235,134.1529412
766905,11.41176471,24.56648384,2.224647059,2.978823529,1.855882353,42.47323529,221.351,4.521176471,128.5482353
555656,10.29411765,21.27484818,1.831882353,3.334117647,3.921764706,9.537647059,252.7567059,0.619411765,20.99058824
771470,19.52941176,44.76949412,2.802941176,3.034705882,6.075294118,15.56470588,247.4851765,4.544117647,33.28235294
675818,12.94117647,29.34205735,2.297882353,1.365882353,3.646470588,120.8963235,219.8705882,2.681764706,130.1529412
763695,12.41176471,26.38589529,2.859294118,2.594705882,7.042941176,42.425,248.67,3.692941176,81.82352941
761151,19.29411765,42.549,3.039705882,2.695294118,5.559411765,42.95882353,376.5599412,6.129411765,199.4705882
676324,7.647058824,16.41622412,1.147882353,1.368823529,4.540588235,119.4257353,223.9882353,3.714117647,135.2705882
762900,13.76470588,29.12989561,3.107647059,3.220588235,1.980588235,21.24235294,218.1821176,4.063529412,102.8423529
558992,30.35294118,70.38617647,5.182647059,2.599411765,5.662941176,34.78823529,278.5783529,4.652352941,147.0411765
9619,22,48.65310847,3.830352941,2.052941176,6.035294118,45,356.5882353,5.966470588,145.3705882
16272,20.11764706,43.24594965,3.534882353,2.042352941,6.04,44.29411765,345.8882353,5.324705882,138.5647059
14883,29.64705882,67.26941176,3.189294118,1.961764706,7.91,95.17647059,312.8294118,5.914117647,139.6470588
762894,7.823529412,16.50377647,1.605294118,2.217647059,4.99,79.83455882,229.6407059,3.19,100.7058824
560675,13.82352941,28.37045882,1.644,2.243529412,5.911176471,111.8647059,221.4842353,42.42411765,63.32823529
21084,29.29411765,67.73117647,5.077764706,2.589411765,5.595294118,34.14117647,268.3207059,2.610588235,138.4235294
763671,11.70588235,24.84873529,2.351058824,2.607647059,5.308235294,49.54264706,311.9641176,5.051764706,147.7176471
560515,20.11764706,42.88424706,2.646647059,2.512941176,5.620588235,85.53529412,183.497,30.82941176,12.37764706
766992,9.882352941,20.68787825,1.761176471,2.711176471,4.902941176,44.83632353,245.6695294,2.659411765,79.45176471
776647,11.64705882,24.92293071,2.263235294,3.091764706,2.512941176,33.22308824,236.6347059,4.203529412,119.34
762287,11.82352941,25.21044118,2.535764706,2.618235294,5.316470588,48.01323529,316.9641176,4.898823529,152.1176471
776893,11.64705882,24.92293071,2.263235294,3.091764706,2.512941176,33.22308824,236.6347059,4.203529412,119.34
753842,19.23529412,42.41263765,2.919941176,2.688823529,5.584117647,45.9,365.6599412,5.676470588,187.7058824
762387,13.29411765,27.49041176,3.356941176,2.700588235,5.463529412,36.83676471,291.8464706,4.931176471,128.1764706
655613,51.64705882,125.9162943,5.789176471,0.962352941,4.289882353,123.6823529,282.7223529,7.15,165.7176471
646007,51.64705882,125.9162943,5.789176471,0.962352941,4.289882353,123.6823529,282.7223529,7.15,165.7176471
644028,13.47058824,28.65207,2.811741176,2.865882353,5.494705882,17.20671882,276.5697647,1.696705882,61.24752941
762871,13.47058824,28.65207,2.811741176,2.865882353,5.494705882,17.20671882,276.5697647,1.696705882,61.24752941
505791,18.05882353,41.277,2.466023529,2.549411765,4.756352941,14.05040471,243.1743529,5.668,52.15247059
557322,34,82.05415294,4.002882353,2.863529412,6.041764706,21.04117647,217.5506471,5.409411765,49.27764706
782707,11.64705882,24.92293071,2.263235294,3.091764706,2.512941176,33.22308824,236.6347059,4.203529412,119.34
773760,13.76470588,29.12989561,3.107647059,3.220588235,1.980588235,21.24235294,218.1821176,4.063529412,102.8423529
771611,10.05882353,21.55635294,2.135411765,2.290588235,4.951176471,71.23308824,285.4312941,4.497058824,151.2941176
766904,12.52941176,26.51129671,2.672823529,2.902941176,6.054705882,28.21176471,313.8851765,4.2,120.5294118
764160,10.23529412,21.74245882,2.324235294,2.295882353,4.926470588,70.52720588,264.6042353,5.114705882,130.4705882
743794,10,20.91483678,2.062776471,3.118235294,1.721764706,14.38520235,191.2723529,2.585176471,63.17270588
560333,41.88235294,99.25498588,5.330411765,2.614117647,5.761764706,30.31176471,218.7134706,13.27882353,118.2235294
774289,12.41176471,26.27620588,2.608117647,2.907647059,5.709411765,29.32941176,327.544,4.441176471,134.5882353
632724,11.70588235,25.58735294,1.915435294,2.62,4.604588235,11.79158118,246.5103529,4.199764706,48.92305882
676050,4.529411765,8.592882353,0.581435294,2.785882353,4.888058824,5.297463529,273.9222353,-0.474352941,-0.104
762679,19.23529412,44.3135,2.638705882,3.018235294,6.045882353,17.8,252.5087059,4.537647059,38.07058824
777081,11.64705882,24.92293071,2.263235294,3.091764706,2.512941176,33.22308824,236.6347059,4.203529412,119.34
777077,11.88235294,25.62867263,2.253588235,3.218823529,0.670588235,32.85602941,196.6596471,4.558823529,121.1141176
690515,12.64705882,26.88692906,1.871976471,2.789411765,5.734705882,44.36554235,234.5521176,13.01023529,29.704
773338,19.11764706,43.17447318,2.809529412,3.001764706,6.405294118,17.85882353,254.8028235,4.807058824,58.22352941
643397,10,20.894,1.386023529,2.637647059,4.671058824,9.682169412,223.1338824,3.213882353,29.41717647
849694,10.76470588,22.71011765,2.550470588,2.337647059,4.915882353,65.35073529,261.9018824,3.626470588,123.0588235
770857,19,42.93938235,2.744823529,3.006470588,6.06,18.97647059,268.4616471,5.048235294,72.28235294
555641,27.52941176,62.74774941,3.461705882,2.743529412,5.507647059,29.37058824,218.5087647,11.07882353,103.6647059
566242,23.64705882,52.62189412,3.457235294,2.454117647,5.674705882,85.06470588,207.0734706,31.94705882,109.4364706
777580,12.41176471,26.27620588,2.608117647,2.907647059,5.709411765,29.32941176,327.544,4.441176471,134.5882353
774910,18,41.38164706,2.337235294,2.977058824,6.077058824,22.63014706,235.544,3.805882353,28.27058824
759207,18,41.38164706,2.337235294,2.977058824,6.077058824,22.63014706,235.544,3.805882353,28.27058824
770705,17.64705882,40.52408824,3.071294118,2.928823529,5.913529412,26.98308824,288.8087059,4.659411765,89.38823529
776708,11.64705882,24.92293071,2.263235294,3.091764706,2.512941176,33.22308824,236.6347059,4.203529412,119.34
757953,20.58823529,46.80301059,3.520470588,2.881176471,5.896470588,39.56470588,383.8087059,6.547647059,189.5117647
849732,18,41.38164706,2.337235294,2.977058824,6.077058824,22.63014706,235.544,3.805882353,28.27058824
776915,12.41176471,26.27620588,2.608117647,2.907647059,5.709411765,29.32941176,327.544,4.441176471,134.5882353
761825,18,41.38164706,2.337235294,2.977058824,6.077058824,22.63014706,235.544,3.805882353,28.27058824
567861,21.29411765,49.69408276,5.059176471,2.557058824,3.920235294,32.87647059,515.2682353,8.597058824,81.70176471
764954,16.35294118,37.21585294,2.303058824,2.952352941,5.989411765,25.21838235,250.3145882,3.654117647,43.84705882
762803,12.52941176,26.51129671,2.672823529,2.902941176,6.054705882,28.21176471,313.8851765,4.2,120.5294118
23763,10.23529412,21.61694118,1.108964706,2.623529412,4.784588235,11.26216941,218.6985882,2.615647059,24.92305882
763787,16.47058824,34.75005882,4.313705882,2.682352941,4.966470588,31.98235294,327.4741765,5.964705882,159.4705882
765000,10.35294118,21.97754965,2.388941176,2.291176471,5.271764706,69.40955882,250.9454118,4.873529412,116.4117647
849984,11.64705882,24.92293071,2.263235294,3.091764706,2.512941176,33.22308824,236.6347059,4.203529412,119.34
849223,17.41176471,39.68437471,2.447764706,2.950588235,6.005882353,25.86544118,263.1087059,4.201176471,56.78823529
764339,18.70588235,42.99261,3.216,2.927058824,5.93,27.63014706,301.6028235,5.206470588,102.3294118
505031,23.35294118,53.66140232,2.673647059,2.862352941,1.472352941,104.7352941,124.2088235,3.087647059,73.67058824
763904,9.941176471,20.86093378,1.762941176,2.704705882,5.256470588,43.95397059,238.9530588,2.212352941,72.33411765
568978,17.88235294,39.85849412,3.531176471,2.461176471,3.911411765,37.82352941,481.3682353,1.891764706,52.07058824
571384,15.47058824,33.74993788,3.406705882,2.452941176,4.237882353,37.34705882,491.9329412,8.220588235,57.27235294
754519,17.41176471,39.68437471,2.447764706,2.950588235,6.005882353,25.86544118,263.1087059,4.201176471,56.78823529
767930,14.47058824,31.01280824,3.136470588,2.65,5.322941176,44.89558824,324.9052941,5.34,156.8235294
696275,10.23529412,21.61694118,1.108964706,2.623529412,4.784588235,11.26216941,218.6985882,2.615647059,24.92305882
31803,15.17647059,32.30659941,3.270294118,2.912941176,5.580588235,21.54705882,294.6187647,2.482352941,83.16470588
766113,16.35294118,37.21585294,2.303058824,2.952352941,5.989411765,25.21838235,250.3145882,3.654117647,43.84705882
771866,16.35294118,37.21585294,2.303058824,2.952352941,5.989411765,25.21838235,250.3145882,3.654117647,43.84705882
765616,18.94117647,43.83232353,3.839529412,2.905294118,5.837647059,28.74779412,327.3028235,5.664705882,134.9294118
20763,17.41176471,39.06297286,2.520705882,2.545882353,5.464117647,58.49411765,289.4876471,2.922352941,132.3294118
770746,18.70588235,42.99261,3.216,2.927058824,5.93,27.63014706,301.6028235,5.206470588,102.3294118
24227,11.88235294,26.10952941,1.940729412,2.637647059,4.672823529,10.96805176,234.2574118,3.479764706,35.15835294
31213,17.52941176,38.47476471,2.074705882,2.518823529,5.968823529,67.16470588,268.6641176,4.894117647,107.8705882
769943,19.29411765,44.68988235,3.105470588,2.953529412,6.001176471,24.39485294,274.0381176,4.811176471,73.81176471
760491,23.41176471,53.78027529,2.859235294,2.632941176,6.062941176,70.72352941,310.0775882,1.929411765,136.1764706
767656,16.64705882,36.15029294,3.186941176,2.900588235,5.775294118,31.91764706,378.7204706,6.629411765,186.3529412
6000,20.82352941,46.89049059,3.435882353,2.651764706,5.460588235,52.52941176,314.2994118,5.135294118,151.1764706
15155,17.17647059,38.25238462,2.476,2.542352941,6.094705882,62.49411765,267.0405882,4.087058824,104.9176471
28962,20.11764706,46.20104706,2.958411765,2.811764706,5.672352941,32.60588235,297.2187647,5.070588235,119.0235294
6548,17.52941176,38.79991412,2.301294118,2.521176471,5.594705882,80.14117647,291.2523529,15.78823529,121.5564706
6119,16.94117647,37.53261992,2.415647059,2.538823529,5.466470588,64.37647059,281.1817647,3.875294118,119.5058824
9406,15.64705882,35.01658471,2.263411765,2.54,5.39,65.36617647,299.5229412,4.069411765,138.6941176
6144,16.58823529,36.90479286,2.314823529,2.534117647,5.477058824,65.2,293.4288235,4.04,132.8
559479,14.17647059,30.51491659,3.074705882,2.955294118,5.393529412,17.55294118,332.9723529,2.641176471,74.98235294
771189,21.76470588,50.17052941,2.300588235,2.504705882,5.719411765,84.76470588,272.2170588,4.531764706,107.4
558988,9.882352941,20.74617908,1.531176471,3.747647059,-0.141294118,6.832941176,146.2158824,1.338235294,27.53882353
743557,27.41176471,65.51727059,3.755705882,2.864705882,5.892352941,24.95882353,271.2305294,4,93.94117647
771685,14,30.26258824,2.678705882,2.927058824,5.874117647,27.32941176,314.9381176,3.827647059,124.9411765
756168,15.17647059,33.02908706,2.822764706,2.717647059,5.606470588,45.79558824,352.4775882,5.998823529,176.7647059
764961,8.058823529,16.74912906,1.526823529,2.298823529,5.232352941,68.03970588,251.5489412,7.412941176,119.7117647
568628,37.76470588,89.75385012,5.103705882,2.65,5.272941176,43.00294118,101.0424706,4.945588235,34.43
